Date	Close
1/3/1938 16:00:00	0.489420687374
1/4/1938 16:00:00	0.554976091984
1/5/1938 16:00:00	0.544324150145
1/6/1938 16:00:00	0.666900136683
1/7/1938 16:00:00	0.595267911264
1/10/1938 16:00:00	0.681983239418
1/11/1938 16:00:00	0.695714087444
1/12/1938 16:00:00	0.676442602353
1/13/1938 16:00:00	0.647247569247
1/14/1938 16:00:00	0.652183929763
1/17/1938 16:00:00	0.6471115322
1/18/1938 16:00:00	0.627094031979
1/19/1938 16:00:00	0.610752311368
1/20/1938 16:00:00	0.644304922525
1/21/1938 16:00:00	0.607779817367
1/24/1938 16:00:00	0.601352656214
1/25/1938 16:00:00	0.572816326184
1/26/1938 16:00:00	0.50690884821
1/27/1938 16:00:00	0.485724876921
1/28/1938 16:00:00	0.473357690348
1/31/1938 16:00:00	0.492161793735
2/1/1938 16:00:00	0.519743584311
2/2/1938 16:00:00	0.498222977231
2/3/1938 16:00:00	0.442513941087
2/4/1938 16:00:00	0.468154656009
2/7/1938 16:00:00	0.47078053537
2/8/1938 16:00:00	0.52691367478
2/9/1938 16:00:00	0.515352327925
2/10/1938 16:00:00	0.525238076041
2/11/1938 16:00:00	0.519448563819
2/14/1938 16:00:00	0.532236849457
2/15/1938 16:00:00	0.513356301026
2/16/1938 16:00:00	0.510484843601
2/17/1938 16:00:00	0.549890754184
2/18/1938 16:00:00	0.530610988246
2/21/1938 16:00:00	0.582568311191
2/23/1938 16:00:00	0.628592626516
2/24/1938 16:00:00	0.601092873206
2/25/1938 16:00:00	0.610442695818
2/28/1938 16:00:00	0.573986688548
3/1/1938 16:00:00	0.592160410565
3/2/1938 16:00:00	0.575059142585
3/3/1938 16:00:00	0.558291119344
3/4/1938 16:00:00	0.541853314989
3/7/1938 16:00:00	0.505294919284
3/8/1938 16:00:00	0.50525261086
3/9/1938 16:00:00	0.506603497623
3/10/1938 16:00:00	0.489813873069
3/11/1938 16:00:00	0.463849492209
3/14/1938 16:00:00	0.490115893328
3/15/1938 16:00:00	0.535085489821
3/16/1938 16:00:00	0.464241827718
3/17/1938 16:00:00	0.452400178206
3/18/1938 16:00:00	0.408540038405
3/21/1938 16:00:00	0.431358479569
3/22/1938 16:00:00	0.391427974485
3/23/1938 16:00:00	0.368049507236
3/24/1938 16:00:00	0.371378245662
3/25/1938 16:00:00	0.310514723956
3/28/1938 16:00:00	0.302518301019
3/29/1938 16:00:00	0.249625608185
3/30/1938 16:00:00	0.240168716396
3/31/1938 16:00:00	0.230118368447
4/1/1938 16:00:00	0.263398569759
4/4/1938 16:00:00	0.292642807794
4/5/1938 16:00:00	0.315421386999
4/6/1938 16:00:00	0.294433268885
4/7/1938 16:00:00	0.287738311473
4/8/1938 16:00:00	0.32712163702
